evolution$generation;redNoise;harshness;propConf;propMaxi;propAnti;meanDev;evolution$samples
6000;42,9525928488779;2,12617745289054;0,2;97,7;2,1;17,2105;2
6000;35,9637504586017;91,4913554402815;69,2;30,8;0;1,5;1
6000;85,7908002020332;14,0870450084766;0;99,8;0,2;17,643;1
6000;57,8953782891069;4,07409512515399;4,4;92,2;3,4;19,824;1
6000;42,7449554461202;90,027357778452;81,4;18,6;0;1,424;1
6000;98,0159090393153;14,891235750744;0,2;96,8;3;19,125;1
6000;64,5991823480983;99;77,8;22;0;23,664;1
6000;78,0675895155643;99;85,2;14,6;0;31,423;1
6000;44,8889392861079;14,8938629795976;0;98,4;1,6;8,371;1
6000;59,1809171797977;99;75,6;24;0;22,807;1
6000;65,104554038046;26,06770222902;100;0;0;1,224;1
6000;94,6963965103948;22,8910842626163;0;100;0;9,113;1
6000;83,0879923670037;1;0,2;93,4;6,2;35,007;1
6000;2,72997843359908;10,4208993812544;0;99,8;0,2;0,646;1
6000;100;1,69686859500488;0,2;96,4;3,4;41,363;1
6000;15,5771266677698;95,5308213960768;66,9;33,1;0;1,38;2
6000;58,0201939981423;8,79888990141896;0;96,5;3,5;15,686;2
6000;22,0102520761305;85,5670117509717;64,8;35,2;0;0,474;1
6000;18,8031334554481;99;80,2;19,2;0,4;6,699;1
6000;60,256065175107;4,17257241846121;2,8;96,8;0,4;20,644;1
6000;93,0624870511279;1;0;95,6;4,4;39,793;1
6000;89,3524939555078;69,0771035568522;87,8;12,2;0;1,164;1
6000;30,5371953398474;96,3051101971526;63,6;36,4;0;3,016;1
6000;25,884964944257;60,2187374274144;96;4;0;0,247;1
6000;24,0948378285209;1;0;98;2;10,047;1
6000;6,54152381427672;56,2710529449901;99,6;0,4;0;0,06;3
6000;6,7825292356384;96,3583582301294;67,4;32,6;0;0,772;2
6000;84,7894596195678;88,2531116394879;74;26;0;1,95;1
6000;26,8770204949114;99;81;19;0;12,041;1
6000;45,8141118991019;2,7397462247398;0;100;0;17,592;1
6000;62,2095909750042;88,8609077755812;75;25;0;1,344;1
6000;3,17989174659076;70,6942788707262;93;7;0;0,042;1
6000;29,314194292647;1;0,2;92,6;7,1;12,4424999999999;2
6000;76,2678853303598;1,1200883497436;0;98;1,8;32,965;1
6000;71,7162775800103;1;0,2;94,8;5;30,642;1
6000;0,906253077255214;4,57614159138419;0;98,8;1,2;0,307;1
6000;42,0370556827695;99;76,6;23,4;0;13,559;1
6000;84,4789817001441;99;68;31,8;0;34,985;1
6000;83,7657402696885;5,46407184328044;0;95,6;4,4;26,905;1
6000;95,0487112415521;91,5294467284389;62,8;37,2;0;4,875;1
6000;52,5829515889643;98,7558334754102;66,6;33,2;0;15,715;1
6000;80,2982214158944;99;75,4;24,6;0;25,661;1
6000;70,018100344005;3,21605107640657;0;97,3;2,7;25,5405;2
6000;12,7642518878986;1;0;92,2;7,8;5,451;1
6000;19,8405184632251;3,59809888020172;0;97,2;2,8;7,121;1
6000;86,7950203961617;1;0,4;85,6;14;36,726;1
6000;52,8381097863582;1,59469666148165;0;95,4;4,6;22,058;1
6000;57,4281502250818;99;68,2;31,6;0;18,792;1
6000;55,7101119135305;96,6579114254795;73,4;26,6;0;10,743;1
6000;66,1046225888386;93,346155172708;75,6;24,4;0;2,525;1
6000;19,8572960176454;85,9418922002765;67,8;32,2;0;0,43;1
6000;75,2757621603724;87,8112040148352;81,6;18,4;0;1,82;1
6000;47,0299891532036;93,2679723562381;77,6;22,4;0;1,639;1
6000;76,9478292214308;77,6268641676828;85;15;0;0,787;1
6000;91,8776015898686;97,4166029953237;65,2;34,8;0;15,285;1
6000;84,8447902445504;4,99045796302307;0;96,4;3,6;28,052;1
6000;78,4303296544242;95,9425810714038;75,2;24,8;0;7,78149999999999;2
6000;65,4771334219053;1;0,2;95,6;4;27,6;1
6000;10,4156570835107;1,07972549726004;0;95,4;4,6;4,355;1
6000;26,3459971244553;1;0;94,8;5,2;11,319;1
6000;90,3133997804058;14,4346120970813;0;99,4;0,6;17,871;1
6000;63,1527482959359;1;0,4;96,6;3;26,783;1
6000;57,7390685901997;14,7553510925526;0,2;97,4;2,4;11,703;1
6000;100;85,4074715439015;74;26;0;1,627;1
6000;78,7595076605552;99;75,8;23,6;0,4;29,179;1
6000;33,8773218535087;86,9966754499503;81,2;18,8;0;0,612;3
6000;60,0922840037865;99;75,6;24,2;0;21,113;1
6000;12,3187631539307;70,3830997827845;95,6;4,4;0;0,174;1
6000;29,13305538353;16,0589437900909;0;100;0;5,349;1
6000;78,9233864630488;93,717967467811;67,8;32,2;0;4,782;1
6000;35,0281558788993;15,4181164576896;0,2;94,6;5,2;6,57;1
6000;46,3706405736094;17,0447811505557;0;100;0;7,371;2
6000;71,1542845880777;1;0;98,2;1,8;30,603;1
6000;83,842989542856;76,2089330380808;85,2;14,8;0;1,249;2
6000;22,5596978858598;96,5553952927067;84,2;15,8;0;3,219;1
6000;31,2611873037164;89,0655751649215;67,6;32,4;0;0,866;1
6000;47,6455429956053;12,624528463401;0;98;2;10,411;1
6000;85,0197107327095;95,993672934414;71,8;28,2;0;10,0365;2
6000;61,8135774192608;91,4169703089746;80,2;19,6;0;2,9065;2
6000;65,0863502934538;96,8460874364119;62,6;37,4;0;6,913;1
6000;93,2997927699145;3,16247463945899;0,4;94,8;4,8;34,882;1
6000;10,7521605300684;97,6373357936959;66,8;33,2;0;2,497;2
6000;40,5677969599709;99;73,8;26,2;0;13,887;1
6000;17,7470527941727;13,3545275544379;0,2;97,8;2;3,743;1
6000;29,6986304865314;93,085829653738;63,8;36,2;0;1,019;1
6000;90,4235987544644;89,7137853918828;73,2;26,8;0;2,257;1
6000;67,6088379954266;99;76,8;22,8;0;24,35;1
6000;42,464310138494;99;80,6;19,4;0;14,673;1
6000;68,3329137669313;15,1103460938228;0;100;0;13,246;1
6000;87,1275860758364;1,40811384441807;0,4;93,8;5,8;36,783;1
6000;20,6168901114358;6,64474251611695;0,2;96,6;3,2;6,011;1
6000;24,4147535892861;99;73,2;26,8;0;6,818;1
6000;26,2137769236824;98,8546410228791;78,4;21,6;0;9,296;1
6000;54,4083212680577;1;0,4;85,2;14,4;23,408;1
6000;39,9405809052295;23,1676846317047;0;100;0;3,723;1
6000;29,4831161230856;92,7410114403869;68,8;31,2;0;0,734;1
6000;63,2955663886374;1,01573438463348;0;96,4;3,6;27,018;1
6000;71,0387086738495;89,6996738530748;86,2;13,8;0;2,473;1
6000;55,4121286354217;3,99980384908184;0,4;95,2;4,4;18,919;1
6000;53,0404211051413;13,2994739271372;0;99;1;11,2435;2
6000;19,6842854212312;32,8739997097127;0;100;0;1,109;1
6000;22,3280769709226;1,19398713413665;0,4;93;6,6;9,469;1
6000;8,90897824213606;72,7991758284159;93,8;6,2;0;0,127;1
6000;52,7130142604196;65,4581966597798;95,4;4,6;0;0,549;1
6000;33,5381321937139;91,7145750136934;72,6;27,4;0;1,218;1
6000;69,6601665404251;90,2622452750157;70,8;29,2;0;2,975;1
6000;100;1,53624887581923;0,4;90,4;9,2;41,155;1
6000;49,3677231289415;6,49301819939457;0;96,4;3,6;15,441;1
6000;55,7699416907255;4,14752226516701;0,8;95;4,2;19,255;1
6000;69,5632057921578;99;75;25;0;25,666;1
6000;45,0153409648347;78,1273860892813;77;23;0;0,691;3
6000;39,7174525406586;98,9338072933584;78,8;20,7999999999999;0,2;15,763;2
6000;20,5502431064892;12,9787261560254;0;100;0;4,233;1
6000;61,1097473614152;81,4911575260083;89;11;0;0,834;1
6000;8,90261383375483;4,62182006387638;0,4;92,8;6,8;3,028;1
6000;52,2461799076501;7,81208702079641;0;97,4;2,6;14,852;1
6000;4,07344745161235;1;0,2;94,8;5;1,745;1
6000;100;10,6381715044376;0,2;95;4,8;24,098;1
6000;27,1372120878359;6,65085540539167;0,4;94,2;5,4;8,39;1
6000;41,4337430641414;1;0;92,8;6,8;17,886;1
6000;0;7,40027608261352;0;96,6;3,4;0;1
6000;48,3307875308286;99;77,2;22,8;0;15,212;1
6000;40,3705172037435;68,7045599161937;89;11;0;0,517;1
6000;2,67400144085978;15,0063994339939;0;93,8;6,2;0,519;1
6000;77,9783978577367;5,56816901750073;0;97;3;25,539;1
6000;68,5733883314967;86,2655000968215;85;15;0;1,39;1
6000;24,6760115407582;1;0;91,4;8,4;10,524;1
6000;86,0128055292083;99;72;28;0;29,362;1
6000;38,0971574386419;97,9755135924633;75,4;24,6;0;12,2;1
6000;84,5948129619027;95,9052454490472;63,4;36,6;0;7,118;1
6000;82,103148132257;85,3640736200826;71;29;0;1,866;1
6000;81,6199446243738;80,1077195167063;92,2;7,8;0;1,035;1
6000;72,1355917966697;87,3296202535811;78,1;21,9;0;2,1485;2
6000;16,9129156357258;2,97542317923908;0;97,4;2,6;6,41;1
6000;45,8129254115453;1;0;94;5,8;19,61;1
6000;53,4371908311856;98,4918929457551;71,4;28,6;0;19,429;1
6000;89,0170248866881;90,837884308836;81;19;0;2,949;1
6000;48,6643179218078;99;76;24;0;18,503;1
6000;24,1059313676852;1;0;98,2;1,8;10,361;1
6000;70,5165800207685;99;70,2;29,4;0,2;29,125;1
6000;22,0466618877571;1;0,4;93,4;5,8;9,438;1
6000;65,4768230318355;99;64,8;35,2;0;15,049;1
6000;73,4484750731781;13,1503468275266;0;95,2;4,8;15,79;1
6000;34,9464900445831;73,9156026500088;84,4;15,6;0;0,418;1
6000;85,6520632786838;1;0;95,6;4,4;36,667;1
6000;61,8504823382198;99;77,4;22,6;0;22,486;1
6000;42,8162875221466;78,0778729040302;92;8;0;0,701;1
6000;89,9844290942066;99;72,2;27,6;0;34,903;1
6000;89,5841644204041;1;0;99;0,8;38,109;1
6000;68,9054407704123;2,92601151136222;0,8;93,2;6;26,228;1
6000;16,1804989971698;84,9281849201691;61,4;38,6;0;0,253;1
6000;88,015538614545;1;0;96,4;3,6;37,829;1
6000;97,9218667667043;99;70,4;28,4;0,2;40,406;1
6000;29,9300382178483;87,1024563500968;72;28;0;0,673;1
6000;41,0210975309217;99;73,8;25,6;0;15,134;1
6000;19,661419688461;98,8976335964137;64,6;35,4;0;5,156;1
6000;38,0546670223569;99;70,8;28,8;0,4;15,11;1
6000;10,0938290639012;99;85,2;14,8;0;3,684;1
6000;90,4897846117829;2,18818817914744;0,6;92,8;6,6;36,193;1
6000;28,3668372965829;92,4601633317361;66,2;33,8;0;1,459;1
6000;21,1741982033074;99;78,2;21,8;0;7,195;1
6000;71,2093217121349;91,6837473626979;58;42;0;4,534;1
6000;66,4038909607511;93,2149571335217;77,2;22,8;0;3,522;1
6000;35,6631020101713;24,3821386968156;0;100;0;3,135;1
6000;78,3937914597799;94,1356007638248;69,4;30,6;0;3,946;1
6000;31,6753679816789;99;64,6;35;0,2;9,896;1
6000;30,3274456580307;74,8862000576164;89;11;0;0,405;1
6000;58,601127369057;90,0016127473558;72,8;27,2;0;2,075;1
6000;62,2678065838709;94,5503388909628;70,4;29,6;0;4,9025;2
6000;47,933745327703;92,6726303311584;80;20;0;1,427;1
6000;100;9,24999098328737;0;99,2;0,8;25,646;1
6000;100;4,79025518655837;2,4;88,2;9,4;34,151;1
6000;19,4338309169994;10,396473589257;0,2;96,6;3,2;4,95;1
6000;73,7176308492116;8,25478153844843;0;96,8;3,2;20,916;1
6000;10,8694934094769;1;0,2;90,4;9,2;4,68;1
6000;16,3055417731584;99;65,8;33,6;0,6;5,02;1
6000;76,3433714336149;85,5436641923542;66;34;0;1,284;1
6000;75,7994381146839;99;75,6;24,2;0;27,571;1
6000;13,0572843410652;99;78;21,8;0;5,035;1
6000;90,9560197719382;1;0;94;5,8;38,806;1
6000;54,7225770953567;83,4774303666463;83,8;16,2;0;1,073;1
6000;39,3283738779211;86,6576930626791;83,8;16,2;0;0,705;1
6000;64,2307808858229;1;0,6;93,2;6,2;27,479;1
6000;45,002134305754;25,1741104939456;50;50;0;2,4545;2
6000;9,43269003950955;97,8326819523067;75;25;0;2,299;1
6000;86,8802765141512;99;75,8;24;0;34,287;1
6000;77,5597458379796;80,5430682045331;80,8;19,2;0;0,994;1
6000;8,3889221484731;6,29310877497341;0;96,7;3,3;2,59999999999999;2
6000;70,6194131050472;69,734032962555;95,4;4,6;0;1,013;1
6000;86,8200069785317;99;77,4;22,4;0;25,582;1
6000;58,1604798498289;89,8295531905331;59,8;40,2;0;1,633;1
6000;36,119747573154;68,8227646252761;98,8;1,2;0;0,406;1
6000;80,0007862893825;13,7663931409531;0,4;96,4;3,2;16,573;1
6000;100;14,9597308738533;0;100;0;19,606;1
6000;50,154163520732;88,4232592089472;84,8;15,2;0;1,733;1
6000;87,7614415242336;83,5588616663587;75,4;24,6;0;1,345;1
6000;48,9586501280555;4,68103832479533;0,6;94,6;4,8;16,416;1
6000;17,5066928409035;15,2524772561843;0,4;98,2;1,4;3,436;1
6000;32,0658904798106;91,4925814898253;80,2;19,8;0;2,127;1
6000;13,8563033540116;99;80,4;19,6;0;5,42;1
6000;75,1314534841585;91,4755371072323;73,4;26,6;0;3,386;1
6000;75,0494506150515;87,824808072544;71,8;28,2;0;1,898;1
6000;86,5912543627498;98,9922301445326;78,4;21,4;0;29,759;1
6000;73,4020416237801;99;69,6;30,2;0;26,904;1
6000;94,0616143239025;87,3617165199544;78,2;21,8;0;2,645;1
6000;14,0002703803452;76,2647777267103;94,2;5,8;0;0,178;1
6000;29,5965300668481;79,1795168749398;93,6;6,4;0;0,363;1
6000;63,405257455523;1;0;96,4;3;26,987;1
6000;40,9782580780287;98,3349068565826;64,2;35,4;0;11,718;1
6000;6,52781093048162;96,6707587519943;71,7;28,3;0;0,594;2
6000;91,4216676385002;16,3382724350888;95,2;4,8;0;4,25;1
6000;90,411061814448;2,11867920718484;0;98;2;36,401;1
6000;73,7179107954349;79,9569506073602;88,4;11,6;0;0,852;3
6000;80,9892126487574;86,2396704364524;78,2;21,8;0;1,516;1
6000;56,2999239432573;96,7442810432152;62,2;37,8;0;5,206;1
6000;16,9282025747537;74,0996763151482;91;9;0;0,196;1
6000;27,2741874243389;98,9648937910122;76,2;23,6;0;9,763;1
6000;25,2977404696443;3,81005630914809;0,2;98;1,8;8,91;1
6000;84,7263151221834;87,8778375896928;81,6;18,4;0;2,022;1
6000;24,314452204634;67,5397498540202;97;3;0;0,249;1
6000;60,764199762617;5,55725983371502;0,4;94,8;4,8;19,408;1
6000;63,6466941574189;87,0266585278286;80,6;19,4;0;1,2555;2
6000;15,5087755370552;86,1364208638337;76,4;23,6;0;0,275;1
6000;71,8569842412612;96,6900269522535;70,4;29,6;0;6,73;1
6000;48,6419225977538;99;72,2;27,8;0;17,542;1
6000;19,9373616213715;87,8884304544122;72;28;0;0,466;1
6000;15,5327131746533;99;73,8;25,8;0;5,401;1
6000;22,7213322817876;79,4427564325751;93,6;6,4;0;0,413;1
6000;29,6748142284827;79,7156442041632;92,8;7,2;0;0,39;1
6000;57,9114010673896;29,8104447832998;98;2;0;0,669;1
6000;40,9638830100063;95,1767752425851;69,8;30,2;0;3,231;1
6000;74,936846435669;10,7322575834782;0,2;95,8;4;18,847;1
6000;30,4607462460067;99;86,6;12,4;0;11,673;1
6000;41,0793851457305;93,6451237215824;76,6;23,4;0;2,667;3
6000;85,0710180819937;98,3642532965893;74;26;0;25,866;1
6000;16,4111543046743;15,2473911289185;0;99,8;0,2;3,006;1
6000;71,0072825343785;97,3284018497006;76,2;23,8;0;12,614;1
6000;36,1342461280875;1;0;94;6;15,436;1
6000;18,0134646650499;94,4479101145222;62,8;37,2;0;1,243;1
6000;95,9564008029487;99;75,8;24,2;0;31,176;1
6000;89,6763226142157;6,4527747324362;0;98;2;27,347;1
6000;29,5898618244896;1,07345381273306;0;94,6;5;12,495;1
6000;61,5741960516135;97,3215914937584;61,6;38,2;0;9,893;2
6000;61,8935634741637;91,7770631256172;67,4;32,6;0;2,546;1
6000;95,5487557419405;7,77364366452296;0;96,2;3,8;27,221;1
6000;60,9507141631581;18,5164891064628;0,2;99,8;0;8,564;1
6000;97,7643127862116;14,9079177958125;0;98,6;1,4;18,664;1
6000;79,1841597830492;6,60209334248568;0;98,6;1,4;24,342;1
6000;91,2148242770654;30,9600061116979;99,2;0,8;0;2,461;1
6000;90,6117150643244;97,3858454054629;70,6;29,4;0;10,759;1
6000;73,3039481075105;93,0955195669678;60,2;39,8;0;2,51;1
6000;90,0658518695254;1;0;94,2;5,8;38,538;1
6000;15,0466462540638;19,2774388957664;0;100;0;1,908;1
6000;97,3542499073008;26,3389875698258;0;100;0;8,914;1
6000;82,191074003185;13,5008834976846;0;97,2;2,8;17,777;1
6000;21,204704380391;69,9756616006462;92;8;0;0,259;1
6000;68,2531022781539;15,8618180666561;100;0;0;4,624;1
6000;55,5026324658357;92,6573563773758;73,2;26,8;0;3,035;1
6000;88,9641323987977;14,1007384450107;0,2;97,1;2,7;18,3405;2
6000;53,3948297512176;94,9051424322765;70,2;29,6;0;2,436;1
6000;38,9549719026674;79,9971139221131;78,6;21,4;0;0,495;1
6000;98,9441320712216;99;76,2;23,6;0;38,355;1
6000;15,1403000952197;99;72,2;27,8;0;4,154;1
6000;43,7352101989723;86,7424749873484;64,6;35,4;0;1,519;1
6000;27,9994373723319;13,0546544076604;0,2;99,2;0,6;6,182;1
6000;84,601525459053;93,8282012190241;78,6;21,4;0;4,317;1
6000;16,7422249226409;98,1866551322042;68,4;31,6;0;4,083;1
6000;12,4840764944515;8,25898577719121;0,2;99;0,8;3,464;1
6000;18,1936550318649;99;75,1999999999999;24,7;0;7,1285;2
6000;100;69,2010658021664;99;1;0;1,171;1
6000;13,2621513079928;99;77,4;22,4;0;5,184;1
6000;38,9691393365863;98,8800136332437;70,4;29,6;0;9,067;1
6000;86,5321011773255;96,4044213469009;73,8;26,2;0;12,906;1
6000;35,0510546507962;85,2051970608438;83,4;16,6;0;0,672;1
6000;95,9714159302466;12,2334736055813;0;99;1;21,693;1
6000;24,0872243188792;1,16951720276612;0,2;99,4;0,4;10,302;1
6000;94,2726923913796;3,82087077361091;0,6;91,2;8,2;33,66;1
6000;89,9378847918029;95,6257974847152;58,4;41,6;0;11,965;1
6000;69,2836017988562;87,750045053525;64;36;0;1,516;1
6000;75,942513741613;1;0;98,4;1,6;32,629;1
6000;99,7172621104754;1,09368356846517;0,4;97,6;2;42,867;1
6000;98,4073484930612;99;69;31;0;36,36;1
6000;88,8213791299446;99;75;25;0;29,698;1
6000;32,9442491633117;94,0028926482571;73,8;26,2;0;1,844;1
6000;10,0986186495847;99;75,8;24,2;0;4,131;1
6000;94,5643776727791;9,94372634509135;0;96,7;3,3;24,016;2
6000;95,2512788684913;96,0975158130708;68,2;31,6;0;9,049;1
6000;51,1705018852972;86,3189445277269;65,8;34,2;0;1,123;1
6000;100;10,4042186898529;0;98,6999999999999;1,29999999999999;24,031;2
6000;37,8278575083191;6,8985966500686;0;95,2;4,8;11,479;1
6000;100;85,2255466720299;70,6;29,4;0;2,109;1
6000;96,6300363645276;6,01964502666551;0;97,2;2,8;30,558;1
6000;100;98,8259863854493;62,2;37,8;0;30,459;1
6000;33,3705362275345;91,6222487364486;69;31;0;1,468;1
6000;5,096500338572;15,4843577622049;0;100;0;0,935;1
6000;48,7715515047145;1,49887519914534;0;96,4;3,6;20,323;1
6000;52,039648779225;2,62505512937031;0,6;95,8;3,6;19,791;1
6000;44,2382793256628;93,9602628721717;65,4;34,6;0;3,465;1
6000;51,5293942367525;93,1026974831625;66,2;33,8;0;3,174;1
6000;55,0942108944551;10,7645102565422;0;95,8;4,2;13,394;1
6000;39,7110654593952;11,5089685327308;0;98,5;1,5;9,30249999999999;2
6000;100;14,4491898305862;0,2;98,8;1;20,169;1
6000;61,2375239372049;6,28074206360779;0;92;8;18,974;1
6000;52,4631705619879;93,2916061264273;73,4;26,6;0;2,4015;2
6000;79,2763431417371;98,5852341940045;73,8;26,2;0;31,347;3
6000;72,4502645781323;99;78;21,8;0;23,512;1
6000;69,6003532543259;8,25912551481605;0,1;95,1;4,8;19,6775;2
6000;94,4190265414553;99;74;26;0;29,262;1
6000;62,1227766022968;84,7322273485558;85;15;0;1,281;1
6000;100;94,8277372663354;72,4;27,6;0;5,43;1
6000;93,5581515851793;86,1142775186732;90;10;0;2,223;1
6000;80,6792620161277;82,2622451943038;85;15;0;1,008;1
6000;59,766455758344;12,3686267584899;0,2;96,2;3,6;13,743;1
6000;10,3960978642206;93,0858878793226;58,4;41,6;0;0,383;1
6000;30,4753251061673;6,63277326178902;0;96,2;3,8;9,456;1
6000;50,6425008655154;93,8211115763532;73,2;26,8;0;2,944;1
6000;18,643011976558;1;0,2;93,2;6,4;7,999;1
6000;58,8147137619355;96,3986886607294;66,3;33,7;0;7,3045;2
6000;72,6607927140502;6,26236229098007;0;95;5;22,619;2
6000;36,9008995529696;92,8565746915997;76,6;23,4;0;2,247;1
6000;85,2574023570281;3,74125079450605;0,6;91,8;7,6;30,39;1
6000;53,808919695113;1;0,2;94,4;5,4;23,054;1
6000;78,3510122683913;14,1974537307314;93,2;4;2,8;6,234;1
6000;25,5969539309998;99;63,8;36;0;7,638;1
6000;100;87,2557267587621;84,2;15,8;0;2,704;1
6000;74,4156556724021;87,0703219658907;85,6;14,4;0;1,501;1
6000;54,9193859342043;1,18918770606104;0,3;93,3;6,4;23,3155;2
6000;41,4805157734577;98,2620219090645;69,4;30,6;0;13,243;1
6000;21,2261589000805;84,4759776319219;80,8;19,2;0;0,44;3
6000;23,3210094675147;2,93559221219062;0,2;94,4;5,4;8,771;1
6000;78,5469274550064;1;0,4;95;4,6;33,935;1
6000;91,8647594879008;11,5414873886044;0;99,2;0,8;21,991;1
6000;92,4426362352547;5,45540491883507;0;92;8;29,632;1
6000;53,1360895606313;99;70,3;29,6;0,1;18,906;2
6000;100;18,5847463127629;100;0;0;3,599;1
6000;83,7622409821376;25,6432803639687;100;0;0;1,409;1
6000;70,8749962740996;5,29849789695999;0,2;93,4;6,4;23,005;1
6000;40,0681613169861;99;77,2;22,8;0;16,566;1
6000;26,6198842086666;25,0074426120356;0;100;0;2,48;2
6000;11,4305725962497;89,0278834586949;83,6;16,4;0;0,243;1
6000;27,6847770569105;25,2445658944654;50;50;0;1,5275;2
6000;34,9925473130042;12,8748707193261;0,2;99;0,8;7,571;1
6000;32,3445836971778;19,4941087035652;0;100;0;4,015;1
6000;27,8469529219046;1;0,2;97,2;2,6;11,93;1
6000;99,8049945682933;93,3015202686641;77,2;22,8;0;6,674;1
6000;74,2192672930811;20,7580959354872;95,8;4,2;0;2,138;1
6000;90,3579071556995;89,4262250814778;66,4;33,6;0;3,048;1
6000;49,4821485929816;7,54371530762975;0,2;98,2;1,6;14,145;1
6000;26,8926585094122;1;0;92;7,8;11,363;1
6000;100;93,0397280668567;85,8;14,2;0;4,072;1
6000;11,4047755782974;99;84;15,8;0;4,253;1
6000;95,329475546221;94,3294302092365;55,8;44,2;0;6,59;1
6000;95,2936157488727;16,7043282182192;0;100;0;16,902;2
6000;78,4386978325833;93,200236492886;61,6;38,4;0;4,114;1
6000;100;3,91365306038467;0,4;96,6;3;35,645;1
6000;83,6839609092579;4,7014377288282;0;96,8;3,2;28,47;1
6000;45,70133404104;23,7658955590473;0;100;0;4,501;1
6000;40,7468568946628;48,1561448520708;100;0;0;0,359;2
6000;90,5959505286026;1;0,4;93,2;6,4;38,545;1
6000;8,88839074007573;71,2633151410712;98,1;1,9;0;0,0915;2
6000;56,0820448746909;86,2428792996194;70,2;29,8;0;1,251;1
6000;69,5616416375317;71,7994397333307;95;5;0;0,818;2
6000;67,6807072329814;75,1064839996638;71,4;28,6;0;1,002;1
6000;61,5592968010373;93,6254717300868;61;39;0;2,321;1
6000;0;91,7869185004214;78,2;21,8;0;0;1
6000;17,4615432361393;75,0032842722414;82,4;17,6;0;0,223;1
6000;51,36420923066;18,2214056897112;93,2;6,8;0;2,98;1
6000;42,3474709926185;17,191658290105;0;97,4;2,6;7,312;1
6000;3,65127264576613;1;0,2;95,2;4,2;1,544;1
6000;23,05556390664;1;0;95,4;4,2;9,772;1
6000;7,74676007707706;1;0;95;4,6;3,26;1
6000;49,1088197675038;6,44722392626754;0,2;92,2;7,6;15,093;1
6000;64,9343260287943;99;75,4;24,6;0;25,768;1
6000;71,6776142252169;11,1412244832548;0;98,6;1,4;17,244;1
6000;91,3250150164389;95,5727118683416;55;45;0;6,414;1
6000;36,7854478568673;4,0256999271963;0;100;0;12,705;1
6000;75,21638030546;15,5135607004015;0,2;97,2;2,6;14,326;1
6000;89,1848474166884;10,5418929192423;0;96;4;22,235;1
6000;2,35382416604503;22,7539165338771;0;100;0;0,21;1
6000;24,1399240506181;79,3499929586005;80;20;0;0,387;1
6000;59,2050763341033;99;72;28;0;24,18;1
6000;29,7569687902546;99;69;31;0;9,412;1
6000;42,8472295542607;9,43117792837596;0;98,7;1,3;11,385;2
6000;94,7403424831355;79,8732344644079;79,8;20,2;0;1,263;1
6000;29,918309808039;10,1513073247079;0;98;2;7,425;1
6000;10,6578650378623;97,511320260864;74,2;25,8;0;1,905;1
6000;0,115997778800399;93,4531656408815;70,2;29,8;0;0,007;1
6000;10,6357694139998;1,07711649370127;0;95,8;4,2;4,446;1
6000;18,9982975318918;1;0;96,2;3,8;8,065;1
6000;29,1774601231167;19,2326562669823;0;100;0;3,317;1
6000;26,827384754014;83,1122510309375;75,2;24,8;0;0,438;2
6000;93,0008043244147;7,01376466164787;0;98,2;1,8;27,833;1
6000;42,4900244278012;58,1847994225099;97,6;2,4;0;0,376;1
6000;9,01108545303534;15,5832693906035;0,2;94;5,8;1,687;1
6000;61,7434457668038;16,6997023978233;0;98,6;1,4;11,607;1
6000;26,6565343906261;16,7161069216809;0;98,4;1,6;4,549;1
6000;72,4930729476905;1;0;98;2;30,836;1
6000;24,2493639014523;68,8228784511868;97,6;2,4;0;0,2705;2
6000;43,1849709523411;91,5344102592845;67,6;31,8;0,2;1,523;1
6000;62,1406482699348;10,7944810383594;0,4;96,8;2,8;15,679;1
6000;92,4441870628849;1;0;98,2;1,6;40,296;1
6000;79,0056039185163;24,4162014810056;94,8;5,2;0;3,352;1
6000;35,4719032306608;13,1081715028418;0;96,9;3,1;7,537;2
6000;99,3983766175298;14,0510560722104;0,1;99,2;0,7;20,691;2
6000;61,3505016568249;96,5949971991008;70,6;29,4;0;7,213;1
6000;47,3282335131551;6,22530884133475;0,6;89,8;9,6;15,096;1
6000;2,85352451459572;13,0110733067278;0;98,6;1,4;0,641;1
6000;77,4099925156488;93,3208951071215;63,4;36,6;0;3,707;1
6000;67,6272349483088;85,6873225179958;76;24;0;1,346;1
6000;91,7440679901725;98,9393591410412;74,8;25;0;33,573;1
6000;100;3,15580094506696;0,2;94,8;5;38,2;1
6000;11,9906485759312;96,3374700917067;64,6;35,4;0;1,238;1
6000;30,2440806527369;99;77,8;22,2;0;12,065;1
6000;78,1126214780219;97,1357100341831;74,4;25,6;0;20,481;1
6000;61,5299816904605;96,9470958594332;71,4;28,6;0;8,3525;2
6000;76,8254340129476;1,6974127516772;0,6;94;5,4;32,362;1
6000;88,8432426164328;8,93584607238374;0,2;96;3,8;24,167;1
6000;83,5358447489879;98,1915640188771;63,2;36,8;0;29,333;1
6000;44,0255690922523;94,4015108640406;66,8;33,2;0;1,913;1
6000;7,03975882704894;80,2156407264557;90,2;9,8;0;0,105;1
6000;93,7227984033957;99;68,8;30,2;0,2;26,869;1
6000;21,4076399809127;90,6111430909967;79,2;20,8;0;0,79;1
6000;10,7679757666206;85,1177311972413;77,3;22,7;0;0,1945;2
6000;18,5098124348518;93,8180333547217;62,2;37,8;0;0,514;1
6000;94,6982824831698;94,9191503346624;68,4;31,6;0;7,987;1
6000;89,2378968929886;69,7176013501236;93,2;6,8;0;1,027;1
